fx12	fx34	fy14	fy23	fz1	fz2	fz3	fz4	fx	fy	fz	mx	my	mz	msx	msy	ax	ay	tz
0.017	-0.017	0.027	-0.028	0.000	0.000	-0.003	0.000	-0.026	-0.058	-0.521	0.110	-0.050	0.009	0.112	-0.050	0.000	0.000	0.000
0.016	-0.018	0.025	-0.028	-0.001	0.000	-0.002	0.001	-0.084	-0.136	-0.305	0.003	-0.042	0.001	0.006	-0.044	0.000	0.000	0.000
0.020	-0.015	0.028	-0.027	0.000	0.001	-0.001	-0.001	0.267	0.020	-0.262	0.134	0.011	0.000	0.134	0.017	0.000	0.000	0.000
0.018	-0.016	0.028	-0.028	0.000	0.002	-0.001	0.001	0.150	-0.019	0.213	0.051	0.018	0.017	0.051	0.022	0.000	0.000	0.000
0.017	-0.018	0.026	-0.027	0.001	0.000	-0.003	0.000	-0.006	-0.019	-0.348	0.134	-0.110	-0.021	0.134	-0.110	0.000	0.000	0.000
0.016	-0.017	0.026	-0.028	-0.001	0.002	-0.001	0.000	-0.026	-0.097	-0.046	0.098	0.049	0.013	0.101	0.048	0.000	0.000	0.000
0.018	-0.017	0.026	-0.027	0.001	0.001	-0.001	-0.002	0.111	-0.039	-0.262	0.158	0.026	-0.018	0.159	0.028	0.000	0.000	0.000
0.018	-0.016	0.026	-0.028	0.001	0.001	-0.001	-0.001	0.150	-0.156	-0.046	0.098	0.003	0.000	0.102	0.006	0.000	0.000	0.000
0.018	-0.015	0.025	-0.027	0.000	-0.001	-0.001	-0.001	0.170	-0.078	-0.478	0.051	-0.012	-0.004	0.053	-0.008	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	0.000	-0.002	0.000	0.013	-0.097	-0.348	0.039	-0.020	-0.023	0.041	-0.019	0.000	0.000	0.000
0.019	-0.018	0.026	-0.028	0.000	0.001	-0.001	-0.001	0.072	-0.175	-0.262	0.086	0.026	-0.039	0.090	0.027	0.000	0.000	0.000
0.018	-0.016	0.027	-0.026	-0.002	0.000	-0.001	0.000	0.130	0.039	-0.348	-0.056	-0.004	-0.012	-0.057	-0.002	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	0.000	0.001	0.000	0.000	0.130	-0.136	0.041	0.003	0.018	-0.036	0.006	0.021	0.000	0.000	0.000
0.017	-0.017	0.025	-0.027	0.000	-0.001	-0.002	0.000	-0.006	-0.117	-0.435	-0.009	-0.065	-0.020	-0.006	-0.065	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	-0.001	-0.001	-0.002	0.000	0.111	-0.117	-0.651	0.003	-0.057	-0.010	0.006	-0.055	0.000	0.000	0.000
0.017	-0.018	0.025	-0.027	-0.001	0.000	-0.002	0.000	-0.026	-0.117	-0.521	0.039	-0.035	-0.026	0.042	-0.035	0.000	0.000	0.000
0.017	-0.017	0.026	-0.028	-0.001	-0.001	-0.002	0.000	-0.006	-0.117	-0.564	0.027	-0.057	0.004	0.030	-0.057	0.000	0.000	0.000
0.019	-0.018	0.025	-0.028	0.001	0.000	0.000	0.000	0.091	-0.214	0.213	0.027	-0.027	-0.065	0.032	-0.025	0.000	0.000	0.000
0.017	-0.017	0.027	-0.028	0.001	0.001	-0.001	0.000	-0.026	-0.097	0.084	0.110	-0.020	0.023	0.112	-0.020	0.000	0.000	0.000
0.017	-0.017	0.025	-0.028	0.000	0.000	0.000	0.000	0.013	-0.195	-0.089	0.015	-0.020	-0.019	0.019	-0.019	0.000	0.000	0.000
0.018	-0.019	0.026	-0.027	0.001	0.001	0.000	-0.001	-0.065	-0.039	0.170	0.086	0.026	-0.062	0.087	0.024	0.000	0.000	0.000
0.018	-0.019	0.026	-0.028	0.000	0.000	-0.001	-0.002	-0.026	-0.097	-0.391	0.122	0.018	-0.045	0.124	0.018	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.002	0.001	0.000	-0.001	0.052	-0.156	-0.478	0.003	0.094	-0.027	0.007	0.095	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	-0.001	-0.001	-0.001	0.000	0.130	-0.136	-0.478	-0.020	-0.027	-0.022	-0.017	-0.024	0.000	0.000	0.000
0.018	-0.019	0.028	-0.027	0.000	-0.001	0.000	0.000	-0.065	0.059	-0.219	-0.044	-0.012	-0.034	-0.045	-0.013	0.000	0.000	0.000
0.016	-0.017	0.026	-0.028	0.000	0.000	-0.002	-0.001	-0.026	-0.117	-0.478	0.098	-0.027	0.020	0.101	-0.028	0.000	0.000	0.000
0.017	-0.017	0.025	-0.027	-0.002	0.000	-0.001	0.000	0.033	-0.097	-0.435	-0.009	0.026	-0.013	-0.006	0.027	0.000	0.000	0.000
0.018	-0.017	0.027	-0.028	-0.002	0.000	-0.002	0.000	0.072	-0.039	-0.521	-0.009	0.026	-0.015	-0.008	0.027	0.000	0.000	0.000
0.019	-0.015	0.026	-0.027	-0.001	-0.001	-0.003	-0.001	0.228	-0.097	-0.867	0.110	-0.050	0.001	0.112	-0.045	0.000	0.000	0.000
0.017	-0.018	0.024	-0.027	-0.001	0.000	-0.001	-0.002	-0.026	-0.195	-0.521	0.063	0.026	-0.039	0.067	0.025	0.000	0.000	0.000
0.017	-0.018	0.025	-0.027	-0.001	-0.001	-0.001	-0.001	-0.026	-0.097	-0.478	0.003	0.003	-0.029	0.005	0.003	0.000	0.000	0.000
0.017	-0.017	0.026	-0.028	-0.001	-0.001	-0.002	0.000	0.033	-0.156	-0.478	-0.044	-0.042	0.000	-0.041	-0.041	0.000	0.000	0.000
0.017	-0.016	0.026	-0.027	0.000	0.001	0.000	-0.001	0.052	-0.078	-0.132	0.075	0.049	0.003	0.076	0.050	0.000	0.000	0.000
0.017	-0.016	0.027	-0.028	0.001	0.000	-0.002	0.000	0.072	-0.039	-0.348	0.134	-0.065	0.035	0.135	-0.063	0.000	0.000	0.000
0.018	-0.017	0.026	-0.027	-0.001	0.000	-0.001	-0.001	0.052	-0.039	-0.391	0.027	0.033	-0.023	0.028	0.035	0.000	0.000	0.000
0.018	-0.017	0.025	-0.028	0.001	-0.001	-0.001	0.001	0.091	-0.136	-0.089	-0.032	-0.095	-0.016	-0.029	-0.093	0.000	0.000	0.000
0.019	-0.018	0.026	-0.028	0.000	0.000	-0.002	0.001	0.091	-0.097	-0.175	0.015	-0.050	-0.052	0.017	-0.048	0.000	0.000	0.000
0.018	-0.018	0.025	-0.028	0.000	0.000	-0.001	0.001	-0.026	-0.195	-0.046	0.003	-0.042	-0.058	0.008	-0.043	0.000	0.000	0.000
0.017	-0.020	0.024	-0.028	-0.001	-0.001	-0.001	0.000	-0.182	-0.214	-0.435	-0.056	-0.004	-0.061	-0.051	-0.008	0.000	0.000	0.000
0.018	-0.017	0.025	-0.029	-0.001	0.000	0.000	0.001	0.072	-0.234	-0.132	-0.068	-0.012	-0.021	-0.063	-0.010	0.000	0.000	0.000
0.019	-0.016	0.025	-0.027	0.000	0.001	-0.001	0.000	0.150	-0.117	-0.089	0.110	0.026	-0.031	0.113	0.029	0.000	0.000	0.000
0.017	-0.017	0.027	-0.028	0.000	0.000	-0.002	0.000	0.033	-0.058	-0.262	0.086	-0.050	0.010	0.088	-0.049	0.000	0.000	0.000
0.017	-0.016	0.025	-0.028	0.001	0.000	-0.001	0.000	0.052	-0.156	-0.046	0.051	-0.027	0.009	0.054	-0.026	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	0.001	-0.002	0.000	0.033	-0.078	-0.305	0.075	-0.012	-0.021	0.076	-0.011	0.000	0.000	0.000
0.016	-0.016	0.028	-0.028	-0.001	0.001	-0.002	0.000	0.013	0.000	-0.348	0.086	-0.004	0.047	0.086	-0.004	0.000	0.000	0.000
0.017	-0.018	0.025	-0.028	-0.002	-0.001	-0.001	-0.002	-0.045	-0.156	-0.694	0.015	0.056	-0.028	0.019	0.055	0.000	0.000	0.000
0.017	-0.018	0.026	-0.028	-0.001	-0.001	0.001	0.001	-0.065	-0.117	-0.046	-0.115	0.003	-0.016	-0.113	0.002	0.000	0.000	0.000
0.018	-0.017	0.026	-0.028	-0.001	0.000	0.000	-0.001	0.111	-0.097	-0.175	-0.009	0.056	-0.007	-0.006	0.059	0.000	0.000	0.000
0.016	-0.017	0.024	-0.028	0.000	0.001	-0.001	0.000	-0.026	-0.214	-0.219	0.075	0.003	-0.008	0.079	0.003	0.000	0.000	0.000
0.017	-0.017	0.027	-0.027	-0.001	0.000	-0.001	0.001	-0.006	0.000	-0.046	-0.068	-0.027	-0.007	-0.068	-0.027	0.000	0.000	0.000
0.018	-0.017	0.026	-0.027	-0.001	0.000	-0.001	0.001	0.072	-0.097	-0.089	-0.056	-0.050	-0.010	-0.054	-0.048	0.000	0.000	0.000
0.017	-0.017	0.027	-0.028	0.000	0.000	-0.001	-0.001	0.033	-0.097	-0.305	0.075	0.003	0.028	0.077	0.004	0.000	0.000	0.000
0.017	-0.016	0.024	-0.029	-0.002	0.001	0.000	0.001	0.072	-0.312	0.041	-0.044	0.049	0.015	-0.037	0.050	0.000	0.000	0.000
0.017	-0.016	0.025	-0.027	0.000	0.000	-0.001	-0.002	0.052	-0.097	-0.478	0.122	0.033	-0.001	0.124	0.035	0.000	0.000	0.000
0.016	-0.016	0.026	-0.027	-0.002	0.000	0.000	0.000	0.013	-0.039	-0.391	-0.068	0.033	0.031	-0.067	0.034	0.000	0.000	0.000
0.017	-0.016	0.025	-0.027	0.001	0.001	0.000	-0.001	0.072	-0.136	-0.003	0.086	0.011	-0.009	0.089	0.012	0.000	0.000	0.000
0.016	-0.018	0.027	-0.028	0.000	0.000	-0.002	0.000	-0.104	-0.078	-0.262	0.039	-0.050	0.008	0.041	-0.052	0.000	0.000	0.000
0.017	-0.016	0.026	-0.028	0.001	0.000	-0.001	0.000	0.072	-0.136	-0.175	0.086	-0.035	0.007	0.089	-0.033	0.000	0.000	0.000
0.017	-0.016	0.025	-0.027	0.000	-0.001	-0.001	-0.001	0.033	-0.117	-0.391	0.051	-0.027	0.001	0.053	-0.026	0.000	0.000	0.000
0.018	-0.018	0.025	-0.028	0.000	-0.001	-0.002	-0.001	0.013	-0.175	-0.607	0.039	-0.050	-0.026	0.043	-0.049	0.000	0.000	0.000
0.019	-0.018	0.025	-0.028	0.000	0.001	-0.001	0.000	0.072	-0.156	-0.219	0.075	0.003	-0.046	0.078	0.005	0.000	0.000	0.000
0.017	-0.019	0.025	-0.028	0.000	-0.001	0.000	0.000	-0.123	-0.195	-0.003	-0.056	-0.035	-0.035	-0.052	-0.037	0.000	0.000	0.000
0.018	-0.018	0.026	-0.027	-0.001	-0.002	-0.002	0.000	-0.026	-0.058	-0.651	-0.020	-0.072	-0.030	-0.019	-0.073	0.000	0.000	0.000
0.016	-0.017	0.026	-0.028	0.000	0.001	0.001	0.000	-0.045	-0.117	0.170	0.039	0.056	0.039	0.042	0.055	0.000	0.000	0.000
0.019	-0.017	0.026	-0.026	0.001	-0.001	-0.002	0.000	0.111	0.000	-0.262	0.039	-0.110	-0.046	0.039	-0.108	0.000	0.000	0.000
0.018	-0.017	0.027	-0.028	0.000	0.000	-0.001	-0.001	0.072	-0.039	-0.348	0.086	-0.004	0.014	0.087	-0.003	0.000	0.000	0.000
0.016	-0.016	0.026	-0.028	0.000	0.001	0.000	0.000	0.013	-0.117	0.041	0.051	0.003	0.020	0.053	0.003	0.000	0.000	0.000
0.017	-0.018	0.025	-0.028	0.000	-0.001	-0.001	0.000	-0.006	-0.136	-0.305	0.003	-0.012	-0.021	0.006	-0.012	0.000	0.000	0.000
0.018	-0.017	0.026	-0.028	-0.001	0.001	-0.001	0.000	0.111	-0.117	-0.089	0.015	-0.004	-0.018	0.018	-0.002	0.000	0.000	0.000
0.018	-0.018	0.027	-0.027	-0.001	0.001	-0.002	0.000	-0.026	0.000	-0.305	0.075	0.003	-0.027	0.075	0.003	0.000	0.000	0.000
0.020	-0.017	0.026	-0.027	0.000	0.000	0.001	0.000	0.209	-0.058	0.170	-0.032	0.026	-0.041	-0.031	0.030	0.000	0.000	0.000
0.018	-0.016	0.025	-0.028	-0.001	0.000	-0.001	-0.002	0.111	-0.136	-0.564	0.075	0.033	-0.010	0.078	0.036	0.000	0.000	0.000
0.018	-0.018	0.026	-0.027	-0.001	0.001	-0.001	0.001	0.013	-0.097	0.041	0.003	-0.027	-0.026	0.005	-0.027	0.000	0.000	0.000
0.018	-0.016	0.026	-0.027	-0.001	0.000	-0.001	-0.001	0.170	-0.078	-0.391	0.051	0.018	-0.001	0.053	0.022	0.000	0.000	0.000
0.019	-0.016	0.025	-0.028	-0.002	0.001	-0.001	0.000	0.189	-0.156	-0.391	0.003	0.049	-0.014	0.007	0.053	0.000	0.000	0.000
0.019	-0.017	0.026	-0.027	0.001	0.000	-0.001	-0.001	0.111	-0.078	-0.175	0.110	-0.020	-0.028	0.112	-0.017	0.000	0.000	0.000
0.017	-0.016	0.028	-0.028	0.000	0.000	0.000	0.000	0.052	0.000	0.041	0.003	-0.012	0.041	0.003	-0.011	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	-0.001	0.001	-0.004	0.001	0.091	-0.136	-0.435	0.110	-0.065	-0.025	0.113	-0.063	0.000	0.000	0.000
0.016	-0.017	0.026	-0.027	-0.001	0.000	0.000	0.000	-0.045	-0.058	-0.132	-0.044	0.033	0.022	-0.043	0.032	0.000	0.000	0.000
0.016	-0.017	0.026	-0.026	0.001	0.000	-0.001	0.000	-0.045	0.000	-0.046	0.051	-0.042	-0.017	0.051	-0.043	0.000	0.000	0.000
0.019	-0.016	0.025	-0.026	0.001	0.002	-0.003	0.000	0.150	-0.078	-0.046	0.217	-0.042	-0.038	0.219	-0.039	0.000	0.000	0.000
0.018	-0.018	0.025	-0.028	0.000	-0.001	0.000	-0.001	0.013	-0.156	-0.262	0.015	-0.004	-0.030	0.019	-0.004	0.000	0.000	0.000
0.017	-0.018	0.026	-0.028	0.000	0.000	-0.001	-0.001	-0.065	-0.136	-0.348	0.086	-0.004	-0.023	0.089	-0.006	0.000	0.000	0.000
0.018	-0.017	0.026	-0.028	-0.001	0.001	0.000	0.000	0.033	-0.117	-0.089	-0.009	0.041	-0.004	-0.006	0.042	0.000	0.000	0.000
0.016	-0.017	0.026	-0.027	0.000	0.002	-0.001	0.000	-0.026	-0.078	0.127	0.122	0.018	0.003	0.124	0.018	0.000	0.000	0.000
0.017	-0.015	0.027	-0.028	0.000	0.000	-0.001	-0.001	0.170	-0.097	-0.132	0.075	0.003	0.055	0.077	0.007	0.000	0.000	0.000
0.018	-0.019	0.026	-0.026	0.001	0.000	-0.001	-0.002	-0.065	-0.039	-0.262	0.110	-0.004	-0.069	0.111	-0.006	0.000	0.000	0.000
0.018	-0.019	0.025	-0.027	-0.002	-0.002	-0.002	0.000	-0.104	-0.117	-0.737	-0.044	-0.027	-0.062	-0.042	-0.029	0.000	0.000	0.000
0.018	-0.018	0.025	-0.028	0.000	0.000	-0.001	0.000	0.013	-0.175	-0.046	0.051	-0.027	-0.055	0.055	-0.027	0.000	0.000	0.000
0.017	-0.017	0.025	-0.028	0.001	0.000	0.001	0.001	0.013	-0.136	0.386	-0.020	-0.012	0.006	-0.017	-0.012	0.000	0.000	0.000
0.017	-0.017	0.024	-0.027	-0.001	0.001	0.000	-0.002	0.033	-0.156	-0.348	0.039	0.101	-0.023	0.042	0.102	0.000	0.000	0.000
0.016	-0.018	0.024	-0.028	0.001	0.000	-0.001	0.000	-0.084	-0.273	-0.132	0.098	-0.027	-0.014	0.104	-0.029	0.000	0.000	0.000
0.018	-0.018	0.026	-0.027	0.000	-0.001	-0.002	-0.002	0.013	-0.039	-0.737	0.098	-0.027	-0.040	0.099	-0.027	0.000	0.000	0.000
0.017	-0.019	0.026	-0.027	-0.001	-0.001	-0.002	0.000	-0.123	-0.078	-0.564	0.003	-0.057	-0.057	0.005	-0.060	0.000	0.000	0.000
0.017	-0.017	0.026	-0.027	-0.001	0.000	0.000	0.000	0.052	-0.058	-0.175	-0.032	0.041	-0.012	-0.031	0.042	0.000	0.000	0.000
0.019	-0.017	0.024	-0.028	0.001	0.002	-0.001	0.000	0.111	-0.214	0.213	0.122	-0.012	-0.045	0.127	-0.010	0.000	0.000	0.000
0.018	-0.017	0.025	-0.028	-0.002	-0.002	-0.002	0.000	0.033	-0.136	-0.867	-0.056	-0.020	-0.021	-0.053	-0.019	0.000	0.000	0.000
0.017	-0.017	0.026	-0.028	0.000	-0.001	-0.002	-0.001	0.033	-0.156	-0.521	0.086	-0.035	0.000	0.090	-0.034	0.000	0.000	0.000
0.018	-0.016	0.027	-0.028	0.000	-0.001	-0.002	0.000	0.091	-0.078	-0.305	0.051	-0.057	0.012	0.053	-0.055	0.000	0.000	0.000
0.017	-0.019	0.026	-0.027	-0.001	0.001	-0.001	-0.001	-0.084	-0.078	-0.305	0.075	0.064	-0.046	0.076	0.062	0.000	0.000	0.000
0.017	-0.017	0.026	-0.026	-0.001	0.000	-0.002	-0.001	-0.006	-0.039	-0.521	0.110	0.011	-0.020	0.111	0.011	0.000	0.000	0.000
0.017	-0.017	0.026	-0.027	0.000	0.001	0.000	0.000	0.033	-0.078	0.170	0.063	0.011	0.004	0.064	0.011	0.000	0.000	0.000
0.018	-0.016	0.025	-0.028	-0.002	0.001	-0.002	0.000	0.130	-0.136	-0.391	0.051	0.018	-0.005	0.054	0.021	0.000	0.000	0.000
0.018	-0.018	0.025	-0.027	-0.001	-0.001	-0.002	0.000	0.013	-0.078	-0.694	0.039	-0.035	-0.047	0.041	-0.034	0.000	0.000	0.000
0.018	-0.017	0.026	-0.026	0.000	0.000	-0.001	-0.002	0.091	0.000	-0.391	0.146	0.018	-0.037	0.146	0.020	0.000	0.000	0.000
0.019	-0.017	0.028	-0.027	0.000	-0.001	-0.001	-0.002	0.111	0.039	-0.478	0.075	0.003	-0.015	0.074	0.006	0.000	0.000	0.000
0.017	-0.017	0.024	-0.028	0.001	0.001	-0.001	0.001	0.013	-0.234	0.213	0.075	-0.027	-0.033	0.080	-0.027	0.000	0.000	0.000
0.017	-0.016	0.026	-0.027	0.000	-0.002	-0.002	0.001	0.033	-0.039	-0.348	-0.032	-0.095	0.008	-0.031	-0.094	0.000	0.000	0.000
0.015	-0.017	0.025	-0.028	0.000	0.000	0.001	0.001	-0.084	-0.234	0.343	-0.080	-0.020	0.036	-0.075	-0.021	0.000	0.000	0.000
0.018	-0.017	0.024	-0.027	0.001	0.001	0.001	0.000	0.052	-0.156	0.300	0.003	0.003	-0.039	0.007	0.004	0.000	0.000	0.000
0.017	-0.017	0.026	-0.026	0.001	0.000	-0.001	0.000	-0.026	-0.039	-0.003	0.110	-0.035	-0.015	0.111	-0.035	0.000	0.000	0.000
0.016	-0.016	0.025	-0.028	-0.001	0.001	-0.001	-0.001	-0.006	-0.214	-0.305	0.075	0.018	0.022	0.079	0.018	0.000	0.000	0.000
0.018	-0.017	0.025	-0.028	0.000	0.001	-0.003	0.000	0.111	-0.156	-0.219	0.170	-0.042	-0.024	0.173	-0.040	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	-0.001	-0.001	0.000	0.013	-0.136	-0.391	0.003	-0.027	-0.019	0.006	-0.027	0.000	0.000	0.000
0.020	-0.016	0.026	-0.028	-0.001	0.000	-0.002	0.001	0.248	-0.117	-0.391	0.003	-0.042	-0.027	0.006	-0.037	0.000	0.000	0.000
0.017	-0.017	0.027	-0.028	0.000	0.001	0.000	-0.001	0.013	-0.097	-0.046	0.051	0.049	0.012	0.053	0.049	0.000	0.000	0.000
0.019	-0.016	0.026	-0.028	0.000	0.001	-0.002	0.000	0.170	-0.097	-0.219	0.146	-0.012	-0.002	0.148	-0.008	0.000	0.000	0.000
0.018	-0.017	0.025	-0.027	-0.001	0.000	-0.001	0.000	0.091	-0.156	-0.262	0.015	0.011	-0.037	0.019	0.013	0.000	0.000	0.000
0.017	-0.016	0.025	-0.028	0.000	0.000	0.001	0.000	0.072	-0.254	-0.003	-0.056	0.011	0.022	-0.050	0.012	0.000	0.000	0.000
0.018	-0.018	0.028	-0.029	0.000	0.001	-0.001	-0.001	-0.006	-0.078	-0.003	0.134	0.026	-0.005	0.136	0.026	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	0.000	-0.001	-0.002	-0.001	0.052	-0.117	-0.607	0.110	-0.035	-0.034	0.113	-0.033	0.000	0.000	0.000
0.018	-0.017	0.025	-0.030	0.002	0.000	-0.002	0.001	0.033	-0.312	0.041	0.122	-0.133	-0.004	0.129	-0.132	0.000	0.000	0.000
0.018	-0.017	0.027	-0.028	-0.002	0.000	0.000	-0.002	0.072	-0.097	-0.478	0.027	0.079	-0.011	0.029	0.080	0.000	0.000	0.000
0.019	-0.017	0.025	-0.028	0.001	0.000	0.000	-0.001	0.130	-0.195	-0.089	0.063	-0.004	-0.016	0.067	-0.002	0.000	0.000	0.000
0.017	-0.017	0.026	-0.029	-0.001	-0.001	-0.003	0.002	0.052	-0.214	-0.348	-0.032	-0.110	0.016	-0.028	-0.109	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	-0.001	-0.001	-0.001	0.000	0.130	-0.097	-0.348	-0.032	-0.020	-0.001	-0.030	-0.017	0.000	0.000	0.000
0.016	-0.017	0.026	-0.028	0.000	0.001	0.000	-0.001	-0.045	-0.078	-0.046	0.075	0.079	0.011	0.076	0.078	0.000	0.000	0.000
0.016	-0.016	0.025	-0.029	-0.001	0.000	0.000	-0.003	0.033	-0.214	-0.435	0.063	0.101	0.036	0.067	0.102	0.000	0.000	0.000
0.017	-0.015	0.027	-0.027	0.000	0.000	-0.001	-0.001	0.111	0.000	-0.219	0.075	-0.012	0.039	0.075	-0.010	0.000	0.000	0.000
0.017	-0.018	0.026	-0.027	-0.001	0.001	-0.001	0.000	-0.045	-0.019	-0.305	0.051	0.018	-0.032	0.051	0.017	0.000	0.000	0.000
0.020	-0.017	0.026	-0.029	-0.001	0.000	0.000	0.000	0.189	-0.214	-0.219	-0.020	0.033	-0.022	-0.016	0.038	0.000	0.000	0.000
0.019	-0.018	0.027	-0.028	0.000	-0.001	-0.001	0.000	0.052	-0.058	-0.348	0.015	-0.035	-0.027	0.016	-0.033	0.000	0.000	0.000
0.017	-0.017	0.026	-0.028	0.000	0.000	0.000	-0.001	0.052	-0.117	-0.175	0.015	0.011	-0.001	0.018	0.012	0.000	0.000	0.000
0.019	-0.017	0.025	-0.028	0.001	0.001	-0.002	0.000	0.091	-0.136	0.084	0.158	-0.050	-0.037	0.161	-0.048	0.000	0.000	0.000
0.017	-0.018	0.026	-0.028	-0.002	0.001	-0.002	-0.001	-0.065	-0.097	-0.348	0.086	0.056	-0.023	0.089	0.055	0.000	0.000	0.000
0.017	-0.017	0.026	-0.029	0.002	0.000	-0.002	0.000	0.013	-0.195	0.084	0.158	-0.095	0.023	0.162	-0.095	0.000	0.000	0.000
0.019	-0.018	0.026	-0.028	-0.001	0.001	-0.001	0.000	0.052	-0.097	-0.132	0.051	0.003	-0.041	0.053	0.004	0.000	0.000	0.000
0.019	-0.018	0.026	-0.027	0.000	0.000	-0.002	0.000	0.052	-0.058	-0.348	0.063	-0.020	-0.055	0.064	-0.018	0.000	0.000	0.000
0.017	-0.017	0.025	-0.028	-0.001	0.001	-0.001	0.000	0.013	-0.234	-0.262	0.039	0.026	-0.019	0.044	0.026	0.000	0.000	0.000
0.018	-0.018	0.027	-0.028	0.000	0.000	0.000	0.000	0.013	-0.078	-0.046	0.027	0.003	-0.006	0.029	0.003	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	0.000	-0.001	0.000	0.013	-0.097	-0.262	0.015	0.026	-0.013	0.017	0.026	0.000	0.000	0.000
0.018	-0.016	0.025	-0.027	0.000	-0.001	-0.002	0.000	0.111	-0.117	-0.435	0.063	-0.080	-0.027	0.065	-0.078	0.000	0.000	0.000
0.017	-0.017	0.025	-0.027	0.000	0.001	-0.002	0.000	0.013	-0.175	-0.175	0.063	-0.020	-0.018	0.067	-0.019	0.000	0.000	0.000
0.018	-0.018	0.026	-0.028	-0.001	0.001	0.000	-0.001	0.033	-0.117	-0.219	0.051	0.079	-0.021	0.053	0.079	0.000	0.000	0.000
0.018	-0.017	0.027	-0.027	0.001	0.000	-0.002	0.000	0.072	-0.019	-0.089	0.086	-0.050	0.003	0.087	-0.048	0.000	0.000	0.000
0.018	-0.018	0.026	-0.026	0.000	0.001	-0.002	0.000	-0.006	-0.019	-0.175	0.110	0.011	-0.049	0.111	0.011	0.000	0.000	0.000
0.018	-0.018	0.025	-0.029	0.000	0.001	0.000	-0.001	-0.026	-0.234	-0.003	0.086	0.041	-0.027	0.092	0.040	0.000	0.000	0.000
0.017	-0.018	0.027	-0.027	0.001	0.001	-0.004	-0.001	-0.045	0.020	-0.521	0.253	-0.080	-0.014	0.252	-0.081	0.000	0.000	0.000
0.017	-0.017	0.026	-0.028	0.000	-0.001	0.000	0.000	-0.006	-0.078	-0.089	-0.056	-0.035	0.011	-0.054	-0.035	0.000	0.000	0.000
0.018	-0.018	0.025	-0.026	-0.001	0.001	-0.002	-0.001	0.013	-0.058	-0.435	0.134	0.026	-0.054	0.135	0.026	0.000	0.000	0.000
0.019	-0.017	0.026	-0.028	0.000	0.000	-0.003	-0.002	0.150	-0.136	-0.651	0.193	-0.012	-0.025	0.196	-0.009	0.000	0.000	0.000
0.020	-0.017	0.026	-0.028	0.001	0.000	0.000	0.000	0.209	-0.097	-0.003	0.039	-0.020	-0.052	0.041	-0.015	0.000	0.000	0.000
0.017	-0.017	0.025	-0.028	0.000	0.000	-0.001	-0.001	0.052	-0.175	-0.262	0.063	-0.004	-0.005	0.067	-0.003	0.000	0.000	0.000
0.019	-0.016	0.025	-0.028	0.001	-0.001	-0.002	0.000	0.170	-0.214	-0.305	0.051	-0.088	-0.016	0.056	-0.084	0.000	0.000	0.000
0.018	-0.018	0.027	-0.028	-0.001	0.001	0.001	0.000	-0.006	-0.039	0.127	-0.020	0.064	-0.015	-0.020	0.064	0.000	0.000	0.000
0.017	-0.016	0.025	-0.027	0.000	0.000	-0.002	0.000	0.033	-0.078	-0.262	0.063	-0.050	0.001	0.064	-0.049	0.000	0.000	0.000
0.017	-0.018	0.026	-0.027	0.000	0.001	-0.002	-0.001	-0.065	-0.039	-0.478	0.146	0.003	-0.023	0.147	0.002	0.000	0.000	0.000
0.016	-0.016	0.025	-0.027	0.000	0.001	0.000	0.000	0.013	-0.136	0.084	0.063	0.026	0.024	0.066	0.026	0.000	0.000	0.000
0.018	-0.017	0.026	-0.027	0.001	-0.001	0.000	0.000	0.072	-0.058	-0.175	0.015	-0.035	-0.003	0.016	-0.033	0.000	0.000	0.000
0.017	-0.016	0.026	-0.027	0.000	-0.001	0.000	0.000	0.091	-0.097	-0.089	-0.032	-0.020	0.006	-0.030	-0.017	0.000	0.000	0.000
0.017	-0.017	0.027	-0.027	0.000	0.000	-0.002	-0.001	-0.006	-0.019	-0.305	0.098	-0.027	0.003	0.099	-0.027	0.000	0.000	0.000
0.017	-0.017	0.027	-0.026	-0.001	0.000	-0.002	0.000	-0.026	0.020	-0.435	0.063	-0.004	-0.005	0.062	-0.005	0.000	0.000	0.000
0.016	-0.019	0.026	-0.027	0.001	-0.001	-0.001	-0.001	-0.143	-0.058	-0.391	0.051	-0.057	-0.019	0.052	-0.060	0.000	0.000	0.000
0.018	-0.017	0.026	-0.027	0.000	0.000	-0.001	-0.002	0.052	-0.078	-0.305	0.122	0.018	-0.030	0.124	0.019	0.000	0.000	0.000
0.018	-0.018	0.025	-0.028	0.000	0.000	-0.002	-0.001	-0.006	-0.175	-0.391	0.122	-0.012	-0.025	0.126	-0.012	0.000	0.000	0.000
